Time (s),Channel 1 (V)
-0.25596131713554987,0.02052968147825851
-0.25589881713554985,0.024161886760930784
-0.25583631713554988,0.024161886760930784
-0.25577381713554986,0.024161886760930784
-0.25571131713554984,0.024161886760930784
-0.25564881713554988,0.024161886760930784
-0.25558631713554986,0.024161886760930784
-0.25552381713554989,0.024161886760930784
-0.25546131713554987,0.024161886760930784
-0.25539881713554985,0.024161886760929133
-0.25533631713554988,0.020529681478260162
-0.25527381713554986,0.02052968147825851
-0.25521131713554984,0.02052968147825851
-0.25514881713554988,0.02052968147825851
-0.25508631713554986,0.02052968147825851
-0.25502381713554989,0.024161886760929133
-0.25496131713554987,0.024161886760930784
-0.25489881713554985,0.024161886760930784
-0.25483631713554988,0.024161886760930784
-0.25477381713554986,0.024161886760930784
-0.25471131713554984,0.024161886760930784
-0.25464881713554988,0.024161886760930784
-0.25458631713554986,0.024161886760930784
-0.25452381713554989,0.024161886760930784
-0.25446131713554987,0.024161886760930784
-0.25439881713554985,0.024161886760930784
-0.25433631713554988,0.024161886760930784
-0.25427381713554986,0.024161886760930784
-0.25421131713554984,0.024161886760930784
-0.25414881713554988,0.024161886760930784
-0.25408631713554986,0.024161886760930784
-0.25402381713554989,0.024161886760930784
-0.25396131713554987,0.024161886760930784
-0.25389881713554985,0.024161886760930784
-0.25383631713554988,0.024161886760930784
-0.25377381713554986,0.024161886760930784
-0.25371131713554984,0.024161886760930784
-0.25364881713554988,0.024161886760930784
-0.25358631713554985,0.024161886760930784
-0.25352381713554989,0.024161886760930784
-0.25346131713554987,0.024161886760930784
-0.25339881713554985,0.024161886760930784
-0.25333631713554988,0.024161886760930784
-0.25327381713554986,0.024161886760930784
-0.25321131713554984,0.024161886760930784
-0.25314881713554988,0.024161886760930784
-0.25308631713554985,0.024161886760930784
-0.25302381713554989,0.024161886760930784
-0.25296131713554987,0.024161886760930784
-0.25289881713554985,0.024161886760930784
-0.25283631713554988,0.024161886760930784
-0.25277381713554986,0.024161886760930784
-0.25271131713554984,0.024161886760930784
-0.25264881713554987,0.024161886760930784
-0.25258631713554985,0.024161886760930784
-0.25252381713554989,0.024161886760930784
-0.25246131713554987,0.024161886760930784
-0.25239881713554985,0.024161886760930784
-0.25233631713554988,0.024161886760930784
-0.25227381713554986,0.024161886760930784
-0.25221131713554984,0.024161886760930784
-0.25214881713554987,0.024161886760930784
-0.25208631713554985,0.024161886760930784
-0.25202381713554989,0.024161886760930784
-0.25196131713554987,0.024161886760930784
-0.25189881713554985,0.024161886760930784
-0.25183631713554988,0.024161886760930784
-0.25177381713554986,0.024161886760930784
-0.25171131713554984,0.024161886760930784
-0.25164881713554987,0.024161886760930784
-0.25158631713554985,0.024161886760930784
-0.25152381713554989,0.024161886760930784
-0.25146131713554987,0.024161886760930784
-0.25139881713554985,0.024161886760930784
-0.25133631713554988,0.024161886760930784
-0.25127381713554986,0.024161886760930784
-0.25121131713554984,0.024161886760930784
-0.25114881713554987,0.024161886760930784
-0.25108631713554985,0.024161886760930784
-0.25102381713554989,0.024161886760930784
-0.25096131713554987,0.024161886760930784
-0.25089881713554985,0.024161886760930784
-0.25083631713554988,0.024161886760930784
-0.25077381713554986,0.024161886760930784
-0.25071131713554984,0.024161886760930784
-0.25064881713554987,0.024161886760930784
-0.25058631713554985,0.024161886760930784
-0.25052381713554989,0.024161886760930784
-0.25046131713554987,0.024161886760930784
-0.25039881713554984,0.024161886760930784
-0.25033631713554988,0.024161886760930784
-0.25027381713554986,0.024161886760930784
-0.25021131713554984,0.024161886760930784
-0.25014881713554987,0.024161886760930784
-0.25008631713554985,0.024161886760930784
-0.25002381713554989,0.024161886760930784
-0.24996131713554987,0.024161886760930784
-0.24989881713554987,0.024161886760930784
-0.24983631713554988,0.024161886760930784
-0.24977381713554986,0.024161886760930784
-0.24971131713554987,0.024161886760930784
-0.24964881713554987,0.024161886760930784
-0.24958631713554988,0.024161886760930784
-0.24952381713554986,0.024161886760930784
-0.24946131713554986,0.024161886760930784
-0.24939881713554987,0.024161886760930784
-0.24933631713554988,0.024161886760930784
-0.24927381713554986,0.024161886760930784
-0.24921131713554986,0.024161886760930784
-0.24914881713554987,0.024161886760930784
-0.24908631713554988,0.024161886760930784
-0.24902381713554986,0.024161886760930784
-0.24896131713554986,0.024161886760930784
-0.24889881713554987,0.024161886760930784
-0.24883631713554988,0.024161886760930784
-0.24877381713554986,0.024161886760930784
-0.24871131713554986,0.024161886760930784
-0.24864881713554987,0.024161886760930784
-0.24858631713554988,0.024161886760930784
-0.24852381713554986,0.02052968147825851
-0.24846131713554986,0.024161886760930784
-0.24839881713554987,0.02052968147825851
-0.24833631713554988,0.024161886760930784
-0.24827381713554986,0.02052968147825851
-0.24821131713554986,0.02052968147825851
-0.24814881713554987,0.02052968147825851
-0.24808631713554988,0.02052968147825851
-0.24802381713554986,0.024161886760930784
-0.24796131713554986,0.024161886760930784
-0.24789881713554987,0.024161886760930784
-0.24783631713554988,0.024161886760930784
-0.24777381713554986,0.024161886760930784
-0.24771131713554986,0.024161886760930784
-0.24764881713554987,0.024161886760930784
-0.24758631713554988,0.024161886760930784
-0.24752381713554986,0.024161886760930784
-0.24746131713554986,0.024161886760930784
-0.24739881713554987,0.024161886760930784
-0.24733631713554988,0.024161886760930784
-0.24727381713554986,0.024161886760930784
-0.24721131713554986,0.02052968147825851
-0.24714881713554987,0.02052968147825851
-0.24708631713554988,0.024161886760930784
-0.24702381713554986,0.024161886760930784
-0.24696131713554986,0.024161886760930784
-0.24689881713554987,0.024161886760930784
-0.24683631713554988,0.024161886760930784
-0.24677381713554986,0.024161886760930784
-0.24671131713554986,0.024161886760930784
-0.24664881713554987,0.024161886760930784
-0.24658631713554988,0.024161886760930784
-0.24652381713554986,0.02052968147825851
-0.24646131713554986,0.024161886760930784
-0.24639881713554987,0.024161886760930784
-0.24633631713554988,0.024161886760930784
-0.24627381713554986,0.024161886760930784
-0.24621131713554986,0.024161886760930784
-0.24614881713554987,0.024161886760930784
-0.24608631713554988,0.024161886760930784
-0.24602381713554985,0.024161886760930784
-0.24596131713554986,0.024161886760930784
-0.24589881713554987,0.024161886760930784
-0.24583631713554988,0.024161886760930784
-0.24577381713554985,0.024161886760930784
-0.24571131713554986,0.024161886760930784
-0.24564881713554987,0.024161886760930784
-0.24558631713554988,0.024161886760930784
-0.24552381713554985,0.024161886760930784
-0.24546131713554986,0.024161886760930784
-0.24539881713554987,0.024161886760930784
-0.24533631713554988,0.024161886760930784
-0.24527381713554985,0.024161886760930784
-0.24521131713554986,0.024161886760930784
-0.24514881713554987,0.024161886760930784
-0.24508631713554987,0.024161886760930784
-0.24502381713554985,0.024161886760930784
-0.24496131713554986,0.024161886760930784
-0.24489881713554987,0.024161886760930784
-0.24483631713554987,0.024161886760930784
-0.24477381713554985,0.024161886760930784
