RiseTime,SettlingMax,SettlingMin,SettlingTime,Peak,PeakTime,Overshoot,Undershoot
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10333,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10333,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10333,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10333,0.14591,-0
0.033723,1.0015,0.90271,0.070819,1.0015,0.10333,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.10333,0.14591,-0
0.036223,1.0015,0.90271,0.070819,1.0015,0.10333,0.14591,-0
0.036223,1.0015,0.90271,0.070819,1.0015,0.10333,0.14591,-0
0.037056,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.036223,1.0015,0.90271,0.070819,1.0015,0.105,0.14591,-0
0.03289,1.0015,0.90271,0.069985,1.0015,0.105,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.10083,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.032056,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.064985,1.0015,0.098333,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10333,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10333,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.03289,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.033723,1.0015,0.90271,0.068319,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.10417,0.14591,-0
0.03539,1.0015,0.90271,0.069985,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.069985,1.0015,0.10417,0.14591,-0
0.03539,1.0015,0.90271,0.069985,1.0015,0.10417,0.14591,-0
0.03539,1.0015,0.90271,0.069985,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.036223,1.0015,0.90271,0.068319,1.0015,0.1025,0.1458,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.1458,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.1025,0.1458,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.1025,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.1458,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.1458,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10667,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.11,0.1458,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.11333,0.1458,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.11333,0.1458,-0
0.03289,1.0015,0.90271,0.073319,1.0015,0.11417,0.1458,-0
0.033723,1.0015,0.90271,0.076652,1.0015,0.11417,0.1458,-0
0.039556,1.0015,0.90271,0.079985,1.0015,0.11417,0.1458,-0
0.04289,1.0015,0.90271,0.079985,1.0015,0.11417,0.1458,-0
0.047056,1.0015,0.90271,0.079985,1.0015,0.11333,0.1458,-0
0.046223,1.0015,0.90271,0.081652,1.0015,0.11417,0.1458,-0
0.041223,1.0015,0.90271,0.081652,1.0015,0.11417,0.1458,-0
0.03789,1.0015,0.90271,0.079985,1.0015,0.11333,0.1458,-0
0.034556,1.0015,0.90271,0.074152,1.0015,0.10833,0.1458,-0
0.033723,1.0015,0.90271,0.071652,1.0015,0.10417,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.10333,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.10333,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.10333,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.034556,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.10333,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.034556,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10167,0.14591,-0
0.03289,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03539,1.0015,0.90271,0.068319,1.0015,0.10167,0.14591,-0
0.034556,1.0015,0.90271,0.068319,1.0015,0.1025,0.14591,-0
0.033723,1.0015,0.90271,0.069152,1.0015,0.1025,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.033723,1.0015,0.90271,0.066652,1.0015,0.10083,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.03289,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.034556,1.0015,0.90271,0.066652,1.0015,0.10083,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10083,0.14591,-0
0.033723,1.0015,0.90271,0.067485,1.0015,0.10167,0.14591,-0
