Time (s),Channel 1 (V),Channel 2 (V)
-0.25597864583333335,3.3548941309713891,3.3115821097456433
-0.25591614583333333,3.3548941309713891,3.3115821097456433
-0.25585364583333337,3.3548941309713891,3.3115821097456433
-0.25579114583333334,3.3548941309713891,3.3079473051228394
-0.25572864583333332,3.3548941309713891,3.3079473051226227
-0.25566614583333336,3.3548941309713891,2.8317878995354859
-0.25560364583333334,3.3548941309713891,-0.043342557102654528
-0.25554114583333337,3.3585263362540596,-0.0069945108746288231
-0.25547864583333335,3.3548941309713891,-0.0033597062518080714
-0.25541614583333333,3.3548941309713891,-0.0033597062518080714
-0.25535364583333336,3.3548941309713891,-0.0033597062518080714
-0.25529114583333334,3.3548941309713891,-0.0033597062518080714
-0.25522864583333332,3.3548941309713891,-0.0033597062516345149
-0.25516614583333336,3.3548941309713891,0.37829477914263537
-0.25510364583333334,3.3548941309713891,3.3515649605964901
-0.25504114583333337,3.3548941309713891,3.318851718991267
-0.25497864583333335,3.3548941309713891,3.3115821097456433
-0.25491614583333333,3.3548941309713891,3.3115821097456433
-0.25485364583333336,3.3548941309713891,3.3115821097456433
-0.25479114583333334,3.3548941309713891,3.3115821097456433
-0.25472864583333332,3.3548941309713891,3.3115821097455158
-0.25466614583333336,3.3548941309713891,3.0317021537897184
-0.25460364583333334,3.3548941309713891,-0.046977361725458751
-0.25454114583333337,3.3548941309713891,-0.010629315497433046
-0.25447864583333335,3.3548941309713891,-0.0033597062518080714
-0.25441614583333333,1.3172269673916579,-0.0033597062518080714
-0.25435364583333336,0.0060008603481656042,-0.0033597062518080714
-0.25429114583333334,0.02052968147825851,-0.0033597062518080714
-0.25422864583333332,0.024161886760930784,-0.0033597062517122024
-0.25416614583333336,0.024161886760930784,0.20745896187083687
-0.25410364583333334,0.024161886760930784,3.3515649605964901
-0.25404114583333337,0.024161886760930784,3.315216914368464
-0.25397864583333335,0.024161886760930784,3.3115821097456433
-0.25391614583333333,0.55446385803237008,3.3115821097456433
-0.25385364583333336,3.3912161837968218,3.3115821097456433
-0.25379114583333334,3.3585263362540614,3.3079473051228394
-0.25372864583333332,3.3512619256887168,3.3115821097455855
-0.25366614583333336,3.3512619256887168,3.1843639479474954
-0.25360364583333334,3.3548941309713891,-0.050612166348262974
-0.25354114583333337,3.3548941309713891,-0.010629315497434698
-0.25347864583333335,3.3548941309713891,-0.0033597062518080714
-0.25341614583333333,1.4043998941757518,-0.0033597062518064187
-0.25335364583333336,0.0060008603482053502,0.00027509837099449911
-0.25329114583333334,0.024161886760930784,-0.0033597062518080714
-0.25322864583333332,0.024161886760930784,-0.0033597062518064187
-0.25316614583333336,0.024161886760930784,0.00027509837099615186
-0.25310364583333333,0.024161886760930784,3.355199765219294
-0.25304114583333337,0.024161886760930784,3.3152169143684658
-0.25297864583333335,0.024161886760930784,3.3079473051228394
-0.25291614583333333,1.8003102699883806,3.3115821097456433
-0.25285364583333336,3.376687362666706,3.3115821097456433
-0.25279114583333334,3.3548941309713891,3.3079473051228394
-0.25272864583333332,3.3548941309713891,3.3115821097456415
-0.25266614583333336,3.3548941309713891,3.3079473051228394
-0.25260364583333333,3.3512619256887168,-0.010629315497416518
-0.25254114583333337,3.3548941309713873,-0.014264120120219088
-0.25247864583333335,3.3512619256887168,-0.0033597062518080714
-0.25241614583333333,3.3548941309713891,-0.0033597062518080714
-0.25235364583333336,3.3548941309713891,-0.0033597062518080714
-0.25229114583333334,3.3548941309713891,-0.0033597062518080714
-0.25222864583333332,3.3548941309713891,-0.0033597062518080714
-0.25216614583333335,3.3548941309713891,-0.0033597062518080714
-0.25210364583333333,3.3548941309713891,3.191633557193104
-0.25204114583333337,3.3512619256887186,3.3188517189911941
-0.25197864583333335,3.3512619256887168,3.3115821097456433
-0.25191614583333333,3.3512619256887168,3.3079473051228412
-0.25185364583333336,3.3512619256887168,3.3115821097456415
-0.25179114583333334,3.3512619256887168,3.3079473051228394
-0.25172864583333332,3.3548941309713891,3.3079473051228412
-0.25166614583333335,3.3548941309713891,3.3115821097456433
-0.25160364583333333,3.3548941309713891,0.22199818036205377
-0.25154114583333337,3.3548941309713891,-0.010629315497310748
-0.25147864583333335,3.3548941309713891,-0.0033597062518080714
-0.25141614583333333,3.3548941309713891,-0.0033597062518080714
-0.25135364583333336,3.3548941309713891,-0.0033597062518080714
-0.25129114583333334,3.3548941309713891,-0.0033597062518080714
-0.25122864583333332,3.3548941309713891,-0.0033597062518080714
-0.25116614583333335,3.3548941309713891,-0.0033597062518080714
-0.25110364583333333,3.3548941309713891,3.0062585214300888
-0.25104114583333337,3.3548941309713891,3.3188517189911098
-0.25097864583333335,3.3548941309713891,3.3115821097456433
-0.25091614583333333,3.3548941309713891,3.3079473051228412
-0.25085364583333336,3.3548941309713891,3.3115821097456415
-0.25079114583333334,3.3548941309713891,3.3079473051228394
-0.25072864583333332,3.3548941309713891,3.3079473051228412
-0.25066614583333335,3.3548941309713891,3.3115821097456433
-0.25060364583333333,3.3548941309713891,0.40010360687946073
-0.25054114583333337,3.3548941309713891,-0.014264120120032309
-0.25047864583333335,0.39464682559350095,-0.0033597062518080714
-0.25041614583333333,0.013265270912918917,-0.0033597062518080714
-0.25035364583333336,0.024161886760930784,-0.0033597062518080714
-0.25029114583333334,0.024161886760930784,-0.0033597062518080714
-0.25022864583333332,0.024161886760930784,-0.0033597062518080714
-0.25016614583333335,0.024161886760930784,-0.0033597062518080714
-0.25010364583333333,0.024161886760930784,2.8063442671758563
-0.25004114583333337,0.024161886760930784,3.3224865236138212
-0.24997864583333335,3.0279956555308862,3.3115821097456433
-0.24991614583333335,3.3657907468194059,3.3115821097456433
-0.24985364583333336,3.3548941309713891,3.3115821097456433
-0.24979114583333334,3.3548941309713891,3.3115821097456433
-0.24972864583333335,3.3548941309713891,3.3115821097456433
-0.24966614583333335,3.3548941309713891,3.3115821097456433
-0.24960364583333336,3.3548941309713891,0.60001786113369304
-0.24954114583333334,3.3548941309713891,-0.014264120120220741
-0.24947864583333335,0.59441811614047513,-0.0033597062518080714
-0.24941614583333335,0.013265270912913962,-0.0033597062518080714
-0.24935364583333336,0.024161886760930784,-0.0033597062518080714
-0.24929114583333334,0.024161886760930784,-0.0033597062518080714
-0.24922864583333335,0.024161886760930784,0.00027509837099615186
-0.24916614583333335,0.024161886760930784,0.00027509837099615186
-0.24910364583333336,0.024161886760930784,2.5300991158427353
-0.24904114583333334,0.024161886760930784,3.3224865236140562
-0.24897864583333335,2.5993954321755597,3.3115821097456433
-0.24891614583333335,3.3657907468194059,3.3115821097456433
-0.24885364583333336,3.3548941309713891,3.3115821097456433
-0.24879114583333334,3.3548941309713891,3.3115821097456433
-0.24872864583333334,3.3548941309713891,3.3115821097456433
-0.24866614583333335,3.3548941309713891,3.3115821097456433
-0.24860364583333336,3.3548941309713891,0.7999321153879253
-0.24854114583333334,3.3548941309713891,-0.017898924743024965
-0.24847864583333334,3.3548941309713891,-0.0033597062518080714
-0.24841614583333335,3.3548941309713891,-0.0033597062518080714
